TARGET_CLASS,criterion,configuration_id,Random_Seed,Total_Goals,Total_Branches,Lines,Covered_Goals,Generations,Statements_Executed,Fitness_Evaluations,Tests_Executed,Total_Time,Size,Result_Size,Length,Result_Length,Total_Branches_Real,Coverage,BranchCoverage,LineCoverage,WeakMutationScore
com.google.gson.JsonElement,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,9,265,8,22,232,660,68371,34453,34456,163160,76,93,181,775,8,0.8421293580971001,1.0,0.9444444444444444,1.0
com.google.gson.JsonObject,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,0,221,18,18,195,1142,169541,57403,57405,203078,37,66,102,456,18,0.8856707317073171,1.0,1.0,1.0
com.alibaba.fastjson.JSONValidator,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,9,1127,198,26,771,36,15047,1950,1954,215652,44,98,166,921,198,0.5855064699221849,0.5330188679245284,0.5789473684210527,0.8773333333333333
org.json.XML,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,9,1218,202,18,928,280,84684,14802,14806,147132,63,123,84,953,202,0.775824709283619,0.7511737089201878,0.7863247863247863,0.7369477911646586
com.alibaba.fastjson.JSON,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,0,2080,226,87,1753,140,67169,6680,6685,452184,389,389,5764,5764,226,0.765804894867605,0.8303886925795053,0.8574712643678161,0.7681564245810056
com.google.gson.internal.LinkedHashTreeMap,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,9,1627,232,60,975,24,16277,1181,1184,145031,53,100,200,1385,232,0.49852317063585383,0.4770992366412214,0.5968992248062015,0.6547619047619048
com.alibaba.fastjson.JSON,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,10,2080,226,87,1514,124,65976,5977,5982,225143,199,372,830,5571,226,0.7490768274772069,0.7879858657243817,0.7494252873563219,0.6801675977653632
com.alibaba.fastjson.JSON,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,1,2080,226,87,1653,220,109251,10403,10409,293341,235,406,949,5505,226,0.7663248047692135,0.833922261484099,0.8229885057471265,0.7486033519553073
com.google.gson.internal.bind.JsonTreeWriter,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,1,443,62,21,417,2546,472943,131994,131998,199474,58,92,201,665,62,0.8774231022034806,0.9054054054054054,0.9518072289156626,0.896551724137931
com.google.gson.internal.bind.JsonTreeReader,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,10,830,90,26,774,1164,261214,60422,60427,146073,85,150,340,1032,90,0.8616954710369724,0.912621359223301,0.9382716049382716,0.8337531486146096
