TARGET_CLASS,criterion,configuration_id,Random_Seed,Total_Goals,Total_Branches,Lines,Covered_Goals,Generations,Statements_Executed,Fitness_Evaluations,Tests_Executed,Total_Time,Size,Result_Size,Length,Result_Length,Total_Branches_Real,Coverage,BranchCoverage,LineCoverage,WeakMutationScore
org.json.JSONObject,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_fuzzer,0,3382,558,100,2549,210,91856,11457,11463,298931,251,460,660,4749,558,0.7463585692879421,0.773109243697479,0.8129395218002813,0.8132337246531484
org.json.XMLTokener,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_fuzzer,0,887,156,9,869,2051,445363,112888,112894,196826,60,132,130,750,156,0.8434793498761347,0.9936708860759493,0.9844961240310077,0.9585365853658536
com.google.gson.JsonPrimitive,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_fuzzer,0,433,68,23,402,558,171777,30745,30749,198028,74,112,221,1049,68,0.8683423185783532,0.9090909090909091,0.967741935483871,0.8681318681318682
com.google.gson.stream.JsonReader,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_fuzzer,1,2813,670,39,2289,742,200692,40910,40911,310229,183,404,691,2801,670,0.7893272860129257,0.8079763663220089,0.8092399403874814,0.7320169252468265
com.alibaba.fastjson.parser.JSONReaderScanner,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_fuzzer,1,1110,96,22,969,61,30941,3418,3423,263512,75,122,213,1069,96,0.7808438098445031,0.7211538461538461,0.8076923076923077,0.8942598187311178
org.json.XMLTokener,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_fuzzer,1,887,156,9,869,1963,447151,108039,108045,197737,56,139,143,1041,156,0.8461967411804825,0.9936708860759493,0.9844961240310077,0.9585365853658536
com.alibaba.fastjson.parser.JSONScanner,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_fuzzer,1,5652,1504,51,3142,338,202025,18642,18647,356180,256,538,775,4895,1504,0.6669849821978278,0.5260039499670837,0.5573505654281099,0.6472663139329806
com.alibaba.fastjson.parser.DefaultJSONParser,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_fuzzer,2,3512,676,64,2356,177,86479,9383,9389,285901,193,390,711,4546,676,0.696459527315441,0.611032531824611,0.632065775950668,0.7714604236343366
org.json.XML,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_fuzzer,2,1218,202,18,956,567,142820,31210,31216,280389,70,115,96,772,202,0.7868207066352502,0.7746478873239436,0.8504273504273504,0.7369477911646586
com.alibaba.fastjson.JSONObject,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_fuzzer,2,1211,140,60,731,110,35200,6007,6009,255980,97,154,266,1270,140,0.6568990184591361,0.5290697674418605,0.610236220472441,0.5795795795795796
