TARGET_CLASS,criterion,configuration_id,Random_Seed,Total_Goals,Total_Branches,Lines,Covered_Goals,Generations,Statements_Executed,Fitness_Evaluations,Tests_Executed,Total_Time,Size,Result_Size,Length,Result_Length,Total_Branches_Real,Coverage,BranchCoverage,LineCoverage,WeakMutationScore
com.alibaba.fastjson.parser.DefaultJSONParser,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,0,3512,676,64,1485,101,55034,4997,5001,238169,137,240,510,2898,676,0.5291647875329684,0.32814710042432815,0.3175745118191161,0.6321070234113713
com.google.gson.Gson,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,0,991,82,51,810,69,21835,3211,3217,414688,141,141,1390,1390,82,0.7534781891817194,0.8053097345132744,0.8318318318318318,0.7123287671232876
com.google.gson.internal.bind.JsonTreeWriter,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,0,443,62,21,417,1689,323522,87553,87557,135904,56,92,199,821,62,0.8774231022034806,0.9054054054054054,0.9518072289156626,0.896551724137931
com.google.gson.JsonObject,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,0,221,18,18,195,911,135251,45867,45868,135177,37,64,101,446,18,0.8856707317073171,1.0,1.0,1.0
com.alibaba.fastjson.parser.JSONReaderScanner,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,1,1110,96,22,972,37,17947,1991,1995,196838,73,118,207,1089,96,0.7843306307394771,0.7307692307692307,0.8141025641025641,0.8987915407854985
org.json.JSONTokener,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,1,1112,132,21,968,84,27890,4459,4461,159006,70,134,206,1032,132,0.8848519398228868,0.7883211678832117,0.8685714285714285,0.8803418803418803
com.google.gson.JsonElement,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,1,265,8,22,236,810,96450,42176,42179,160328,79,101,190,638,8,0.8459649551542591,1.0,0.9444444444444444,1.0
com.alibaba.fastjson.parser.DefaultJSONParser,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,1,3512,676,64,1349,114,50770,5736,5740,207730,134,233,461,2695,676,0.5016427307378469,0.2913719943422914,0.28263103802672146,0.5741360089186176
com.alibaba.fastjson.JSONObject,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,1,1211,140,60,706,69,25864,3524,3527,164916,81,130,211,1106,140,0.6395772697267788,0.5058139534883721,0.6062992125984252,0.5735735735735735
com.alibaba.fastjson.JSONObject,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,2,1211,140,60,725,78,24199,3944,3949,176284,85,145,211,1069,140,0.6512085695900585,0.5348837209302325,0.6141732283464567,0.5855855855855856
