TARGET_CLASS,criterion,configuration_id,Random_Seed,Total_Goals,Total_Branches,Lines,Covered_Goals,Generations,Statements_Executed,Fitness_Evaluations,Tests_Executed,Total_Time,Size,Result_Size,Length,Result_Length,Total_Branches_Real,Coverage,BranchCoverage,LineCoverage,WeakMutationScore
com.alibaba.fastjson.JSONObject,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,0,1211,140,60,701,36,14323,1885,1890,102132,71,141,176,1251,140,0.6295541504726732,0.5116279069767442,0.6181102362204725,0.5795795795795796
org.json.JSONTokener,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,0,1112,132,21,993,44,20283,2378,2381,95876,65,124,196,1178,132,0.8550923432113654,0.8905109489051095,0.8742857142857143,0.8940170940170941
com.alibaba.fastjson.JSONReader,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,0,740,102,29,242,19,5553,1039,1043,162559,55,69,187,488,102,0.4351167368286134,0.22608695652173913,0.31210191082802546,0.20300751879699247
com.google.gson.stream.JsonWriter,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,0,1024,104,33,919,465,143335,24377,24379,76124,75,153,312,1464,104,0.8601862732719295,0.8888888888888888,0.9553072625698324,0.8568376068376068
com.google.gson.JsonArray,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,0,427,48,30,417,216,35772,10891,10895,86392,85,134,268,901,48,0.873986901930327,1.0,1.0,0.9714285714285714
com.alibaba.fastjson.JSONReader,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,1,740,102,29,220,11,4832,593,597,90753,37,50,130,573,102,0.4352955388013471,0.21739130434782608,0.3057324840764331,0.20300751879699247
com.google.gson.JsonElement,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,1,265,8,22,225,281,32367,14715,14721,97162,71,92,168,544,8,0.8304291158428606,1.0,0.9444444444444444,1.0
com.alibaba.fastjson.parser.JSONReaderScanner,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,1,1110,96,22,869,10,5634,611,615,135423,65,97,178,1065,96,0.725434906231734,0.6442307692307693,0.7756410256410257,0.7945619335347432
com.google.gson.JsonObject,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,1,221,18,18,190,407,68438,20583,20587,77077,35,63,98,691,18,0.8822154471544715,1.0,1.0,1.0
com.google.gson.internal.bind.JsonTreeReader,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,2,830,90,26,774,633,141796,32998,33003,84315,87,153,344,851,90,0.8592153123068137,0.912621359223301,0.9382716049382716,0.8337531486146096
com.alibaba.fastjson.JSONReader,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,2,740,102,29,199,6,2351,342,345,88081,34,41,133,507,102,0.37831912213527596,0.19130434782608696,0.27388535031847133,0.19924812030075187
org.json.XMLTokener,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,2,887,156,9,825,593,127531,31186,31192,66301,57,136,130,834,156,0.8264286762784361,0.9746835443037974,0.9689922480620154,0.875609756097561
com.google.gson.JsonElement,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,2,265,8,22,229,246,30391,12889,12894,136617,72,90,178,661,8,0.8399165680574849,1.0,0.9444444444444444,1.0
com.google.gson.internal.bind.JsonTreeWriter,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,3,443,62,21,417,824,159264,42839,42843,77196,63,96,216,971,62,0.8774231022034806,0.9054054054054054,0.9518072289156626,0.896551724137931
com.alibaba.fastjson.JSONPath,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,3,7058,1796,141,3133,49,35790,2497,2501,229176,249,427,901,6654,1796,0.4623610975196264,0.3583783783783784,0.49158249158249157,0.5334063526834611
com.alibaba.fastjson.parser.JSONReaderScanner,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,3,1110,96,22,955,18,10961,1028,1032,134396,70,103,180,975,96,0.778316298463889,0.7211538461538461,0.8012820512820513,0.8836858006042296
com.alibaba.fastjson.JSONObject,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,3,1211,140,60,674,35,16602,1811,1815,116274,72,127,177,1186,140,0.6116675551190622,0.48255813953488375,0.5708661417322834,0.5705705705705706
com.google.gson.stream.JsonWriter,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,4,1024,104,33,931,491,152989,25752,25754,77461,73,140,345,1349,104,0.8659125733274066,0.8974358974358975,0.9608938547486033,0.8739316239316239
com.google.gson.internal.bind.JsonTreeWriter,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,4,443,62,21,417,768,154230,39871,39876,78070,60,91,206,939,62,0.8774231022034806,0.9054054054054054,0.9518072289156626,0.896551724137931
com.alibaba.fastjson.parser.JSONReaderScanner,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,4,1110,96,22,971,31,16070,1718,1722,143762,67,110,189,1062,96,0.786491048603964,0.75,0.8205128205128205,0.9003021148036254
com.alibaba.fastjson.JSONReader,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,4,740,102,29,219,12,3749,717,719,94184,46,62,141,509,102,0.40036329106188745,0.20869565217391303,0.2929936305732484,0.19924812030075187
