TARGET_CLASS,criterion,configuration_id,Random_Seed,Total_Goals,Total_Branches,Lines,Covered_Goals,Generations,Statements_Executed,Fitness_Evaluations,Tests_Executed,Total_Time,Size,Result_Size,Length,Result_Length,Total_Branches_Real,Coverage,BranchCoverage,LineCoverage,WeakMutationScore
com.google.gson.JsonElement,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_fuzzer,0,265,8,22,238,609,74303,33580,33584,157719,78,99,199,675,8,0.8495414755495401,1.0,0.9444444444444444,1.0
com.alibaba.fastjson.parser.JSONScanner,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_fuzzer,0,5652,1504,51,3117,301,187702,16613,16618,292632,251,482,726,4732,1504,0.6791483628557861,0.5161290322580645,0.5551965535810447,0.6507936507936508
com.alibaba.fastjson.parser.DefaultJSONParser,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_fuzzer,0,3512,676,64,2059,102,63121,5469,5474,228188,161,292,713,4188,676,0.6457145271974511,0.5346534653465347,0.5560123329907503,0.6811594202898551
com.google.gson.Gson,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_fuzzer,0,991,82,51,842,83,23530,3996,4002,301626,85,147,309,1585,82,0.7712162935106626,0.831858407079646,0.8648648648648649,0.7773972602739726
org.json.XML,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_fuzzer,1,1218,202,18,958,342,99236,18888,18889,211170,62,129,91,994,202,0.7916327953657591,0.7793427230046949,0.8504273504273504,0.7429718875502008
com.alibaba.fastjson.JSONObject,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_fuzzer,1,1211,140,60,731,81,31775,4376,4379,169712,94,147,263,1293,140,0.6410825919047856,0.5465116279069767,0.6062992125984252,0.5855855855855856
com.alibaba.fastjson.JSONArray,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_fuzzer,1,1055,50,69,901,66,20155,3392,3398,303340,155,260,412,2136,50,0.8095592037312902,0.801980198019802,0.838150289017341,0.9138461538461539
org.json.JSONArray,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_fuzzer,1,2012,214,72,1677,153,47164,8457,8463,269509,172,301,481,2445,214,0.8017231344946665,0.844,0.8959537572254336,0.9154929577464789
com.google.gson.JsonObject,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_fuzzer,1,221,18,18,190,771,112396,42456,42459,135470,37,60,102,676,18,0.8822154471544715,1.0,1.0,1.0
com.google.gson.JsonArray,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_fuzzer,2,427,48,30,396,108,19423,6027,6031,154575,71,117,210,874,48,0.8439472490889284,1.0,1.0,0.9714285714285714
