TARGET_CLASS,criterion,configuration_id,Random_Seed,Total_Goals,Total_Branches,Lines,Covered_Goals,Generations,Statements_Executed,Fitness_Evaluations,Tests_Executed,Total_Time,Size,Result_Size,Length,Result_Length,Total_Branches_Real,Coverage,BranchCoverage,LineCoverage,WeakMutationScore
com.alibaba.fastjson.JSONPath,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,0,7058,1796,141,3128,68,50634,3328,3334,254274,273,473,943,7544,1796,0.45888753549343275,0.3551351351351351,0.47715247715247716,0.5399780941949617
com.google.gson.internal.bind.JsonTreeReader,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,0,830,90,26,753,607,133404,31602,31606,83076,83,146,324,842,90,0.8511272486790735,0.8932038834951457,0.9320987654320988,0.7984886649874056
com.alibaba.fastjson.JSONReader,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,0,740,102,29,99,0,364,76,77,74304,9,9,40,102,102,0.2521934664134758,0.11304347826086956,0.15286624203821655,0.10526315789473684
org.json.JSONObject,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,1,3382,558,100,2337,68,26640,3591,3596,144307,207,371,565,3152,558,0.6997414639945507,0.7092436974789916,0.7693389592123769,0.7427961579509071
com.google.gson.Gson,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,1,991,82,51,734,11,4568,566,570,144675,58,89,186,1124,82,0.6863327196193301,0.7345132743362832,0.7927927927927928,0.6883561643835616
org.json.XMLTokener,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,1,887,156,9,863,686,149280,35945,35946,77507,62,140,138,899,156,0.8461943007175036,0.9936708860759493,0.9767441860465116,0.9463414634146341
com.alibaba.fastjson.JSONValidator,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,1,1127,198,26,710,17,9768,965,968,125375,40,80,129,852,198,0.5319504362320897,0.46226415094339623,0.5263157894736842,0.8426666666666667
org.json.JSONObject,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,2,3382,558,100,2210,49,24295,2611,2616,160051,202,319,515,3083,558,0.6795154833164103,0.6638655462184874,0.7032348804500703,0.7139807897545357
com.google.gson.JsonPrimitive,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,2,433,68,23,398,170,54370,8982,8984,78913,72,104,220,966,68,0.8622447576027434,0.9090909090909091,0.967741935483871,0.8681318681318682
com.alibaba.fastjson.JSON,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,2,2080,226,87,1644,84,49698,4060,4066,165723,217,322,990,4657,226,0.7391820227966026,0.8091872791519434,0.8114942528735632,0.7639664804469274
com.alibaba.fastjson.JSONValidator,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,2,1127,198,26,761,27,11985,1485,1490,121224,50,84,148,852,198,0.5703687944738796,0.5235849056603774,0.5676691729323309,0.872
com.alibaba.fastjson.JSONArray,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,3,1055,50,69,895,47,17179,2238,2243,168568,13,233,319,2314,50,0.1783991180128841,0.801980198019802,0.8497109826589595,0.8984615384615384
com.google.gson.JsonArray,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,3,427,48,30,412,169,30379,8463,8466,93577,86,129,280,919,48,0.867423804384139,1.0,1.0,0.9714285714285714
com.google.gson.stream.JsonReader,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,3,2813,670,39,1925,189,51826,9884,9885,117776,155,346,566,2341,670,0.7089382417698982,0.6794682422451994,0.6870342771982116,0.6064880112834978
com.alibaba.fastjson.parser.JSONScanner,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,3,5652,1504,51,1984,155,83566,8140,8145,227396,202,366,535,2924,1504,0.5658746817265482,0.2988808426596445,0.3387183629509962,0.5361552028218695
com.alibaba.fastjson.JSONValidator,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,3,1127,198,26,793,25,15216,1348,1351,165199,48,91,155,1075,198,0.611673650786486,0.5613207547169812,0.6052631578947368,0.8906666666666667
com.alibaba.fastjson.JSONPath,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,4,7058,1796,141,3213,67,54307,3326,3331,236263,41,484,927,7695,1796,0.2472574422132523,0.37513513513513513,0.49158249158249157,0.5388828039430449
org.json.JSONTokener,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,4,1112,132,21,1015,42,19717,2269,2271,90193,72,117,208,1264,132,0.8739843631631953,0.8832116788321168,0.9085714285714286,0.9128205128205128
com.google.gson.internal.bind.JsonTreeReader,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,4,830,90,26,731,654,135842,34073,34078,83386,78,138,279,908,90,0.8366438083586264,0.8932038834951457,0.9259259259259259,0.7632241813602015
com.alibaba.fastjson.parser.JSONScanner,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,4,5652,1504,51,2075,187,94549,9872,9878,203942,205,402,543,3222,1504,0.5706645084208462,0.315339038841343,0.35379644588045234,0.5661375661375662
com.alibaba.fastjson.parser.JSONScanner,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,5,5652,1504,51,2112,194,115995,10196,10200,210199,213,411,554,3775,1504,0.5774786548538599,0.32521395655036206,0.3602584814216478,0.5573192239858906
com.alibaba.fastjson.JSONValidator,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,5,1127,198,26,715,8,4424,503,509,115171,33,62,91,681,198,0.5320089433489383,0.49056603773584906,0.5488721804511278,0.8266666666666667
org.json.JSONTokener,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,5,1112,132,21,958,35,18947,1904,1910,101362,65,109,220,1263,132,0.8588594257526739,0.7664233576642335,0.88,0.8769230769230769
com.alibaba.fastjson.JSONArray,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,5,1055,50,69,908,31,10554,1537,1543,273597,159,233,432,2280,50,0.7936196839485726,0.7920792079207921,0.8554913294797688,0.916923076923077
org.json.XML,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,6,1218,202,18,938,79,31412,4243,4249,97954,64,117,86,803,202,0.7773257353848064,0.7464788732394366,0.8290598290598291,0.7329317269076305
com.alibaba.fastjson.parser.DefaultJSONParser,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,6,3512,676,64,1352,37,22340,1935,1940,135965,113,205,400,2678,676,0.4947165908325509,0.2984441301272984,0.29290853031860226,0.5529542920847269
com.google.gson.JsonObject,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,6,221,18,18,190,467,69835,23462,23465,75089,37,60,100,367,18,0.8822154471544715,1.0,1.0,1.0
com.alibaba.fastjson.JSON,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,7,2080,226,87,1420,60,35344,2901,2904,155631,172,269,730,4267,226,0.6453116999155013,0.7208480565371025,0.7586206896551724,0.6675977653631285
com.google.gson.JsonPrimitive,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,7,433,68,23,400,164,54614,8655,8659,78582,72,114,210,990,68,0.8652935380905483,0.9090909090909091,0.967741935483871,0.8681318681318682
org.json.JSONObject,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,7,3382,558,100,2303,58,30575,3059,3064,161087,215,365,602,3660,558,0.6969830412899725,0.6957983193277311,0.7369901547116737,0.736392742796158
com.google.gson.JsonPrimitive,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,8,433,68,23,399,165,46855,8679,8682,79993,75,113,222,947,68,0.8637691478466458,0.9090909090909091,0.967741935483871,0.8681318681318682
com.google.gson.stream.JsonReader,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,8,2813,670,39,1912,208,55306,10848,10853,119224,161,348,589,2356,670,0.6990017350139475,0.6632200886262924,0.6944858420268256,0.61212976022567
com.alibaba.fastjson.JSONReader,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,8,740,102,29,224,11,4752,614,619,92187,38,55,125,573,102,0.43697371797580953,0.22608695652173913,0.31210191082802546,0.20300751879699247
com.google.gson.internal.bind.JsonTreeReader,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,8,830,90,26,740,636,139883,33074,33078,82851,84,138,327,899,90,0.8440016125914307,0.8932038834951457,0.9259259259259259,0.7632241813602015
com.alibaba.fastjson.JSON,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,9,2080,226,87,1168,23,12931,1076,1082,285483,175,175,3084,3084,226,0.5450389019191183,0.6254416961130742,0.6597701149425287,0.5642458100558659
com.google.gson.JsonPrimitive,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,9,433,68,23,401,103,35869,5461,5464,83461,76,102,227,978,68,0.8668179283344508,0.9090909090909091,0.967741935483871,0.8681318681318682
com.google.gson.JsonElement,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,9,265,8,22,233,468,51098,24509,24510,94308,77,96,187,747,8,0.8455935629641063,1.0,0.9444444444444444,1.0
com.google.gson.internal.bind.JsonTreeReader,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,9,830,90,26,705,620,139718,32339,32341,81761,74,132,270,935,90,0.8154717544418989,0.8737864077669902,0.8950617283950617,0.7178841309823678
org.json.JSONObject,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,EvoSuite_vanilla,10,3382,558,100,2247,52,31595,2771,2776,138650,204,325,565,4105,558,0.6872130210997061,0.6655462184873949,0.7215189873417721,0.7331910352187834
